PDT000346962.1|SAMN07556512|GCA_003304635.1|Escherichia coli||A432|Microbe	
PDT000181758.2|SAMEA3531645||Escherichia coli||W2_3_ERB9|Generic	ERR1218659
PDT000178609.2|SAMN05596172||Escherichia coli||MOD1-EC3510|Pathogen: environmental/food/other	SRR5181597
PDT000060666.2|SAMN02463236||Escherichia coli||AZ-TG71255|Pathogen: environmental/food/other	SRR1982129
PDT000181713.2|SAMEA3531692||Escherichia coli||PB303|Generic	ERR1218613
PDT000346907.1|SAMN07556511|GCA_003303495.1|Escherichia coli||A430|Microbe	
PDT000181748.2|SAMEA3531763||Escherichia coli||W1_7_ERB4|Generic	ERR1218649
PDT000181787.2|SAMEA3531705||Escherichia coli||W2_12_ERPK2|Generic	ERR1218688
PDT000362831.1|SAMN09828470||Escherichia coli||FSIS11812768|Pathogen: environmental/food/other	SRR7693498
PDT000131792.2|SAMEA3993611||Escherichia coli|||Generic	ERR1417757
PDT000046097.1|SAMN03256244|GCA_000804325.1|Escherichia coli||EC12|Microbe	
PDT000346598.1|SAMN08148379|GCA_003291855.1|Escherichia coli||HU4|Microbe	
PDT000226474.2|SAMN07410332||Escherichia coli||FSIS1702749|Pathogen: environmental/food/other	SRR5862396
PDT000242487.1|SAMN07450649|GCA_002317875.1|Shigella sonnei||ECFood+08|Pathogen: clinical or host-associated	
PDT000069156.2|SAMN02463286||Escherichia coli||AZ-TG71455|Pathogen: environmental/food/other	SRR2085734
PDT000046605.1|SAMN03256243|GCA_000812715.1|Escherichia coli||EC11|Microbe	
PDT000240296.1|SAMN07203024|GCA_002290485.1|Shigella boydii||ECENV+01|Pathogen: clinical or host-associated	
PDT000248782.1|SAMN04881290|GCA_002463255.1|Escherichia coli||MOD1-EC6213|Pathogen: environmental/food/other	
PDT000228075.1|SAMN05440461|GCA_002227215.1|Escherichia coli||MOD1-EC5663|Pathogen: environmental/food/other	
PDT000305523.2|SAMN08902769||Escherichia coli O25||PSU-0519|Pathogen: environmental/food/other	SRR6986389
PDT000215759.2|SAMN06848504||Escherichia coli||NC_P17-07|Pathogen: environmental/food/other	SRR5646655
PDT000150249.2|SAMN05596093||Escherichia coli||MOD1-EC3495|Pathogen: environmental/food/other	SRR4294828
PDT000124726.1|SAMN04376858|GCA_001617115.1|Escherichia coli||sheep49|Microbe	
PDT000241671.2|SAMN07665808||Escherichia coli||FSIS11704315|Pathogen: environmental/food/other	SRR6051678
PDT000285324.1|SAMN07594098|GCA_002917325.1|Escherichia coli||169|Microbe	
PDT000228185.1|SAMN05440400|GCA_002229415.1|Escherichia coli||MOD1-EC5521|Pathogen: environmental/food/other	
PDT000206126.4|SAMN06645806||Escherichia coli||NC_STEC153|Pathogen: environmental/food/other	SRR6827109
PDT000206112.4|SAMN06645825||Escherichia coli||NC_STEC134|Pathogen: environmental/food/other	SRR6827117
PDT000200196.4|SAMN06645714||Escherichia coli||NC_STEC9|Pathogen: environmental/food/other	SRR6821021
PDT000203105.4|SAMN06645725||Escherichia coli||NC_STEC70|Pathogen: environmental/food/other	SRR6826348
PDT000136050.2|SAMN04357620||Escherichia coli||HICF197|Pathogen: clinical or host-associated	SRR3050969
PDT000251485.1|SAMN04993034|GCA_002512315.1|Escherichia coli||MOD1-EC6418|Pathogen: environmental/food/other	
PDT000251539.1|SAMN04993109|GCA_002513395.1|Escherichia coli||MOD1-EC6489|Pathogen: environmental/food/other	
PDT000203073.2|SAMN06645732||Escherichia coli||NC_STEC63|Pathogen: environmental/food/other	SRR5452208
PDT000249941.1|SAMN04992424|GCA_002468895.1|Escherichia coli||MOD1-EC6594|Pathogen: environmental/food/other	
PDT000251538.1|SAMN04993110|GCA_002513385.1|Escherichia coli||MOD1-EC6490|Pathogen: environmental/food/other	
PDT000228208.1|SAMN05440349|GCA_002229875.1|Escherichia coli||MOD1-EC5492|Pathogen: environmental/food/other	
PDT000250235.1|SAMN06555261|GCA_002486795.1|Escherichia coli||MOD1-EC6317|Pathogen: environmental/food/other	
PDT000319031.1|SAMN06641798|GCA_003146235.1|Escherichia coli||Spr2012_WWKa_ALT_27|Microbe	
PDT000252669.1|SAMN04881303|GCA_002546625.1|Escherichia coli||MOD1-EC6226|Pathogen: environmental/food/other	
PDT000104648.2|SAMN04448139||Escherichia coli||AZ-TG-RDFI-7|Pathogen: environmental/food/other	SRR3136832
PDT000354291.1|SAMN08897788|GCA_003339345.1|Escherichia coli||OXA48/NDM1|Beta-lactamase	
PDT000093015.2|SAMN04125215||Escherichia coli||AZ_TG78668|Pathogen: environmental/food/other	SRR2890044
PDT000346487.1|SAMEA3472040|GCA_900478625.1|Escherichia coli||VREC0313|Generic	
PDT000251540.1|SAMN04993106|GCA_002513415.1|Escherichia coli||MOD1-EC6486|Pathogen: environmental/food/other	
PDT000218133.2|SAMN07212787||Escherichia coli|||Pathogen: clinical or host-associated	SRR5666586
PDT000252622.1|SAMN05439399|GCA_002544195.1|Escherichia coli||MOD1-EC5963|Pathogen: environmental/food/other	
PDT000252665.1|SAMN04893478|GCA_002546475.1|Escherichia coli||MOD1-EC6251|Pathogen: environmental/food/other	
PDT000343908.1|SAMN09633443||Escherichia coli||FSIS11811449|Pathogen: environmental/food/other	SRR7501023
PDT000196635.2|SAMN04396025||Escherichia coli|||Pathogen: environmental/food/other	SRR3160298
PDT000235756.2|SAMN07537147||Escherichia coli||FSIS1703759|Pathogen: environmental/food/other	SRR5958628
PDT000248490.1|SAMN06048940|GCA_002456195.1|Escherichia coli||MOD1-EC892|Pathogen: clinical or host-associated	
PDT000248813.1|SAMN04279507|GCA_002463875.1|Escherichia coli||MOD1-EC5168|Pathogen: environmental/food/other	
PDT000251612.1|SAMN05296559|GCA_002514895.1|Escherichia coli||MOD1-EC3816|Pathogen: environmental/food/other	
PDT000325024.1|SAMN09005344||Escherichia coli||ADRDL-1929|Pathogen: environmental/food/other	SRR7278674
PDT000145174.2|SAMN05596429||Escherichia coli||MOD1-EC3641|Pathogen: environmental/food/other	SRR4046418
PDT000374993.1|SAMN10034810||Escherichia coli||FSIS11813752|Pathogen: environmental/food/other	SRR7820151
PDT000375004.1|SAMN10034797||Escherichia coli||FSIS11813739|Pathogen: environmental/food/other	SRR7820162
PDT000140218.2|SAMN05414479||Escherichia coli||CFSAN046632|Pathogen: environmental/food/other	SRR3929497
PDT000048139.1|SAMN03177679|GCA_000819265.1|Escherichia coli||CVM N38428PS|Pathogen: environmental/food/other	
PDT000300824.2|SAMN08367983||Escherichia coli O75||PSU-0476|Pathogen: environmental/food/other	SRR6919205
PDT000006428.2|SAMN00189185|GCA_000164455.1|Escherichia coli MS 78-1||MS 78-1|MIGS Cultured Bacterial/Archaeal	
PDT000258732.2|SAMN07839430||Escherichia coli||FSIS11704770|Pathogen: environmental/food/other	SRR6231928
PDT000242937.1|SAMEA104140529|GCA_900196115.1|Escherichia coli|||Generic	
PDT000354202.1|SAMN05439307|GCA_003334435.1|Escherichia coli||MOD1-ECOR69|Pathogen: environmental/food/other	
PDT000251756.1|SAMN05464484|GCA_002517825.1|Escherichia coli||MOD1-EC5887|Pathogen: clinical or host-associated	
PDT000034517.2|SAMN02463233||Escherichia coli||AZ-TG71243|Pathogen: environmental/food/other	SRR1505484
PDT000034478.2|SAMN02628678||Escherichia coli||AZ-TG73699|Pathogen: environmental/food/other	SRR1505424
PDT000069135.2|SAMN02463294||Escherichia coli||AZ-TG71487|Pathogen: environmental/food/other	SRR2085684
PDT000249905.1|SAMN04992271|GCA_002468195.1|Escherichia coli||MOD1-EC6905|Pathogen: environmental/food/other	
PDT000248694.1|SAMN05591718|GCA_002461205.1|Escherichia coli||MOD1-EC1546|Pathogen: clinical or host-associated	
PDT000250249.1|SAMN05468033|GCA_002487145.1|Escherichia coli||MOD1-EC6269|Pathogen: environmental/food/other	
PDT000095716.2|SAMN04293321||Escherichia coli|||Pathogen: environmental/food/other	SRR2970177
PDT000174341.1|SAMN03784995|GCA_001911775.1|Escherichia coli||10380a|Pathogen: clinical or host-associated	
PDT000200105.2|SAMN06645668||Escherichia coli||NC_STEC1|Pathogen: environmental/food/other	SRR5418482
PDT000095767.2|SAMN04293373||Escherichia coli|||Pathogen: environmental/food/other	SRR2970228
PDT000249944.1|SAMN04992416|GCA_002468965.1|Escherichia coli||MOD1-EC6586|Pathogen: environmental/food/other	
PDT000307424.2|SAMN08943182||Escherichia coli O117||PSU-0617|Pathogen: environmental/food/other	SRR7041865
PDT000109449.2|SAMN03358883||Escherichia coli||BCW_3321|Microbe	SRR1815594
PDT000251724.1|SAMN06240045|GCA_002517195.1|Escherichia coli||MOD1-EC5324|Pathogen: clinical or host-associated	
PDT000228029.1|SAMN05439298|GCA_002226315.1|Escherichia coli||MOD1-EC5733|Pathogen: environmental/food/other	
PDT000319003.1|SAMN06641844|GCA_003145675.1|Escherichia coli||Sum2013_WWKa_ALT_41|Microbe	
PDT000160956.2|SAMEA1965325||Escherichia coli||M427|Generic	ERR314348
PDT000083258.2|SAMN03968557||Escherichia coli|Pending:Pending|PNUSAE001166|Pathogen: clinical or host-associated	SRR2417058
PDT000251910.1|SAMN04992196|GCA_002520905.1|Escherichia coli||MOD1-EC6830|Pathogen: environmental/food/other	
PDT000088257.2|SAMEA3268812||Escherichia coli||2011-70-34-2|Generic	ERR769149
PDT000305465.3|SAMN08902753||Escherichia coli O25||PSU-0534|Pathogen: environmental/food/other	SRR6986086
PDT000251902.1|SAMN04992206|GCA_002520745.1|Escherichia coli||MOD1-EC6840|Pathogen: environmental/food/other	
PDT000251948.1|SAMN04992162|GCA_002521675.1|Escherichia coli||MOD1-EC6798|Pathogen: environmental/food/other	
PDT000250214.1|SAMN05604806|GCA_002486475.1|Escherichia coli||MOD1-EC5807|Pathogen: environmental/food/other	
PDT000248794.1|SAMN04902867|GCA_002463495.1|Escherichia coli||MOD1-EC6181|Pathogen: environmental/food/other	
PDT000252554.1|SAMN05439355|GCA_002540145.1|Escherichia coli||MOD1-EC5937|Pathogen: environmental/food/other	
PDT000088281.2|SAMEA3268836||Escherichia coli||2011-70-41-11|Generic	ERR769173
PDT000131773.2|SAMEA3993592||Escherichia coli|||Generic	ERR1417738
PDT000128813.2|SAMEA3597784||Escherichia coli|||Generic	ERR1055860
PDT000128864.2|SAMEA3597835||Escherichia coli|||Generic	ERR1055911
PDT000228260.1|SAMN05440298|GCA_002230935.1|Escherichia coli||MOD1-EC5276|Pathogen: environmental/food/other	
PDT000042667.1|SAMN02801922|GCA_000781275.1|Escherichia coli||upec-111|Pathogen: clinical or host-associated	
PDT000150905.1|SAMN05729292|GCA_001749705.1|Escherichia coli||AF7607|Microbe	
PDT000128804.2|SAMEA3597775||Escherichia coli|||Generic	ERR1055851
PDT000088274.2|SAMEA3268829||Escherichia coli||2011-70-39-9|Generic	ERR769166
PDT000131796.2|SAMEA3993615||Escherichia coli|||Generic	ERR1417761
PDT000158952.2|SAMN06015603||Escherichia coli|Escherichia coli|251827|Pathogen: clinical or host-associated	SRR5018334
PDT000155465.2|SAMN05965824||Escherichia coli|Escherichia coli|268626|Pathogen: clinical or host-associated	SRR4787802
PDT000351559.1|SAMN09690541||Escherichia coli||PNUSAE015853|Pathogen: clinical or host-associated	SRR7537976
PDT000128674.2|SAMN04913818||Escherichia coli|E. coli O186:NM|PNUSAE002156|Pathogen: clinical or host-associated	SRR3475722
PDT000224274.2|SAMN07317919||Escherichia coli||PNUSAE008124|Pathogen: clinical or host-associated	SRR5815620
PDT000306745.2|SAMN08940651||Escherichia coli||PNUSAE013022|Pathogen: clinical or host-associated	SRR7012926
PDT000375684.1|SAMN10038190||Escherichia coli||PNUSAE017902|Pathogen: clinical or host-associated	SRR7821253
PDT000147478.2|SAMN05733182||Escherichia coli||2015C-4313|Pathogen: clinical or host-associated	SRR4176425
PDT000040445.3|SAMN02991260||Escherichia coli|||Pathogen: clinical or host-associated	SRR2015127
PDT000315875.1|SAMN09221033||Escherichia coli||PNUSAE013896|Pathogen: clinical or host-associated	SRR7178219
PDT000253094.2|SAMN07788137||Escherichia coli||PNUSAE010149|Pathogen: clinical or host-associated	SRR6180822
PDT000063153.2|SAMN03569083||Escherichia coli||2014C-3217|Pathogen: clinical or host-associated	SRR1999105
PDT000287845.2|SAMN08558918||Escherichia coli||PNUSAE012179|Pathogen: clinical or host-associated	SRR6743505
PDT000300565.1|SAMN02991250|GCA_003018655.1|Escherichia coli|E. coli O113:H21||Pathogen: clinical or host-associated	
PDT000084198.2|SAMN03775867||Escherichia coli|Pending:Pending|PNUSAE000764|Pathogen: clinical or host-associated	SRR2481333
PDT000040390.3|SAMN02991234||Escherichia coli|E. coli O113:H21||Pathogen: clinical or host-associated	SRR2014863
PDT000034395.1|SAMN02689031|GCA_000713615.1|Escherichia coli 1-392-07_S4_C3||1-392-07_S4_C3|Generic	
PDT000034399.1|SAMN02689030|GCA_000713675.1|Escherichia coli 1-392-07_S4_C1||1-392-07_S4_C1|Generic	
PDT000033995.1|SAMN02689048|GCA_000711595.1|Escherichia coli 3-267-03_S4_C1||3-267-03_S4_C1|Generic	
PDT000033983.1|SAMN02689039|GCA_000711355.1|Escherichia coli 2-427-07_S4_C3||2-427-07_S4_C3|Generic	
PDT000034405.1|SAMN02689040|GCA_000713825.1|Escherichia coli 2-460-02_S1_C1||2-460-02_S1_C1|Generic	
PDT000098698.2|SAMN04335501||Escherichia coli|Undetermined:Undetermined|PNUSAE001821|Pathogen: clinical or host-associated	SRR3040056
PDT000316533.1|SAMN09225394||Escherichia coli|Escherichia coli|424563|Pathogen: environmental/food/other	SRR7184324
PDT000161976.2|SAMN06040237||Escherichia coli|Escherichia coli|222603|Pathogen: clinical or host-associated	SRR5034993
PDT000052117.2|SAMN03436236||Escherichia coli|Undetermined:Undetermined|PNUSAE000388|Pathogen: clinical or host-associated	SRR1944449
PDT000065367.1|SAMN03455794|GCA_001012155.1|Escherichia coli|O38|CFSAN026779|Pathogen: environmental/food/other	
PDT000065363.1|SAMN03455793|GCA_001012105.1|Escherichia coli|O38|CFSAN026778|Pathogen: clinical or host-associated	
PDT000357174.1|SAMN09763525||Escherichia coli||PNUSAE015693|Pathogen: clinical or host-associated	SRR7641407
PDT000227577.2|SAMN07414465||Escherichia coli||PNUSAE008569|Pathogen: clinical or host-associated	SRR5875943
PDT000184511.2|SAMN06204083||Escherichia coli||PNUSAE005497|Pathogen: clinical or host-associated	SRR5223142
PDT000295674.2|SAMN08134316||Escherichia coli||PSU_0237|Pathogen: environmental/food/other	SRR6860985
PDT000110190.2|SAMN03358368||Escherichia coli||BCW_4829|Microbe	SRR1816441
PDT000051175.1|SAMN03292341|GCA_000948565.1|Escherichia coli|O113:H21|OLC-721|Microbe	
PDT000186217.1|SAMN06047103|GCA_001990965.1|Escherichia coli||TS21/08|Microbe	
PDT000158950.2|SAMN06015582||Escherichia coli|Escherichia coli|138314|Pathogen: clinical or host-associated	SRR5018331
PDT000288596.2|SAMN07444436||Escherichia coli||CFSAN066399|Pathogen: environmental/food/other	SRR6764140
PDT000113660.2|SAMN04543178||Escherichia coli|E. coli O113:NM|PNUSAE002447_WI_M03453_030116|Pathogen: clinical or host-associated	SRR3222059
PDT000112469.2|SAMN04530388||Escherichia coli||PNUSAE002433|Pathogen: clinical or host-associated	SRR3205806
PDT000040443.3|SAMN02991261||Escherichia coli|E. coli O113:H21||Pathogen: clinical or host-associated	SRR2015128
PDT000300524.1|SAMN08579556|GCA_003017615.1|Escherichia coli||2014C-4135|Pathogen: clinical or host-associated	
PDT000148560.2|SAMN04521096||Escherichia coli|E. coli O113:H21||Pathogen: clinical or host-associated	SRR4228456
PDT000376001.1|SAMN10055966||Escherichia coli||PNUSAE017596|Pathogen: clinical or host-associated	SRR7825918
PDT000077512.1|SAMN03455809|GCA_001191205.1|Escherichia coli|O113|CFSAN026794|Pathogen: clinical or host-associated	
PDT000200959.2|SAMN06684378||Escherichia coli||PSU-0079|Pathogen: environmental/food/other	SRR5434326
PDT000324662.1|SAMN09375828||Escherichia coli|Escherichia coli|428309|Pathogen: environmental/food/other	SRR7274810
PDT000172094.1|SAMN05954728|GCA_001902685.1|Escherichia coli||117|Pathogen: environmental/food/other	
PDT000172095.1|SAMN05954726|GCA_001902675.1|Escherichia coli||453|Pathogen: environmental/food/other	
PDT000172096.1|SAMN05954729|GCA_001902735.1|Escherichia coli||256|Pathogen: environmental/food/other	
PDT000186546.1|SAMN06047041|GCA_001994975.1|Escherichia coli||LM14603/08|Microbe	
PDT000148297.2|SAMN05750869||Escherichia coli|O117:H17|207515|Pathogen: clinical or host-associated	SRR4195788
PDT000148511.2|SAMN05757132||Escherichia coli||2015C-4552|Pathogen: clinical or host-associated	SRR4217001
PDT000098759.2|SAMN04192191||Escherichia coli|E. coli O117:H4|PNUSAE001584|Pathogen: clinical or host-associated	SRR3040543
PDT000107487.2|SAMN04495808||Escherichia coli||PNUSAE002178|Pathogen: environmental/food/other	SRR3176137
PDT000213252.2|SAMN07172351||Escherichia coli||2016C-3212|Pathogen: clinical or host-associated	SRR5616888
PDT000136768.2|SAMN05324096||Escherichia coli||PNUSAE003300|Pathogen: clinical or host-associated	SRR3732133
PDT000251768.1|SAMN05468017|GCA_002518065.1|Escherichia coli||MOD1-EC5776|Pathogen: environmental/food/other	
PDT000357620.1|SAMEA3368336|GCA_900448825.1|Escherichia coli|O38:K?:H30|NCTC11116|Generic	
PDT000250258.1|SAMN05464478|GCA_002487285.1|Escherichia coli||MOD1-EC5928|Pathogen: clinical or host-associated	
PDT000354176.1|SAMN04914022|GCA_003333935.1|Escherichia coli||MOD1-ECOR32|Pathogen: environmental/food/other	
PDT000124593.1|SAMN04376723|GCA_001614385.1|Escherichia coli||cattle4|Microbe	
PDT000250203.1|SAMN05604791|GCA_002486235.1|Escherichia coli||MOD1-EC6305|Pathogen: environmental/food/other	
PDT000249914.1|SAMN04992188|GCA_002468345.1|Escherichia coli||MOD1-EC6822|Pathogen: environmental/food/other	
PDT000305482.2|SAMN08902741||Escherichia coli O25||PSU-0530|Pathogen: environmental/food/other	SRR6986334
PDT000250195.1|SAMN04993079|GCA_002485865.1|Escherichia coli||MOD1-EC6460|Pathogen: environmental/food/other	
PDT000251463.1|SAMN04993136|GCA_002511865.1|Escherichia coli||MOD1-EC6514|Pathogen: clinical or host-associated	
PDT000289946.1|SAMN08533365|GCA_002943405.1|Escherichia coli||CowEC094|Microbe	
PDT000299884.2|SAMN08367936||Escherichia coli O113||PSU-0509|Pathogen: environmental/food/other	SRR6902874
PDT000336785.1|SAMN09470482||Escherichia coli||PSU-0715|Pathogen: environmental/food/other	SRR7429964
PDT000310445.2|SAMN09002906||Escherichia coli||FSIS11809262|Pathogen: environmental/food/other	SRR7084504
PDT000271378.2|SAMN08167629||Escherichia coli||FSIS11706103|Pathogen: environmental/food/other	SRR6373152
PDT000225859.2|SAMN07371045||Escherichia coli||FSIS1702899|Pathogen: environmental/food/other	SRR5851438
PDT000355750.1|SAMN09742382||Escherichia coli||FSIS11812251|Pathogen: environmental/food/other	SRR7624314
PDT000228066.1|SAMN05440450|GCA_002227035.1|Escherichia coli||MOD1-EC5674|Pathogen: environmental/food/other	
PDT000305453.2|SAMN08902760||Escherichia coli O25||PSU-0518|Pathogen: environmental/food/other	SRR6985954
PDT000249924.1|SAMN04992563|GCA_002468565.1|Escherichia coli||MOD1-EC6732|Pathogen: clinical or host-associated	
PDT000345912.1|SAMEA3472035|GCA_900478495.1|Escherichia coli||VREC0066|Generic	
PDT000315733.1|SAMN09217610||Escherichia coli||JWC-3210|Pathogen: environmental/food/other	SRR7174865
PDT000124684.1|SAMN04376801|GCA_001616275.1|Escherichia coli||swine63|Microbe	
PDT000202019.2|SAMEA3716490||Escherichia coli|||Generic	ERR1195496
PDT000252695.1|SAMN05468038|GCA_002547865.1|Escherichia coli||MOD1-EC5873|Pathogen: environmental/food/other	
PDT000124645.1|SAMN04376811|GCA_001615495.1|Escherichia coli||sheep2|Microbe	
PDT000145178.2|SAMN05596653||Escherichia coli||MOD1-EC3659|Pathogen: environmental/food/other	SRR4046422
PDT000309224.2|SAMN08978120||Escherichia coli||PSU-0648|Pathogen: environmental/food/other	SRR7064578
PDT000340986.1|SAMN09545063||Escherichia coli||FSIS11810891|Pathogen: environmental/food/other	SRR7468655
PDT000251947.1|SAMN04992164|GCA_002521635.1|Escherichia coli||MOD1-EC6800|Pathogen: environmental/food/other	
PDT000362849.1|SAMN09828446||Escherichia coli||FSIS11812516|Pathogen: environmental/food/other	SRR7693516
PDT000354179.1|SAMN04913877|GCA_003333975.1|Escherichia coli||MOD1-ECOR30|Pathogen: environmental/food/other	
PDT000306575.2|SAMN08902751||Escherichia coli O101||PSU-0571|Pathogen: environmental/food/other	SRR7010950
PDT000131751.2|SAMEA3993570||Escherichia coli|||Generic	ERR1417716
PDT000242502.1|SAMN07488841|GCA_002319315.1|Escherichia coli||C040|Pathogen: clinical or host-associated	
PDT000380162.1|SAMN03963234|GCA_003570765.1|Escherichia coli||GE3|Microbe	
PDT000251530.1|SAMN04993128|GCA_002513215.1|Escherichia coli||MOD1-EC6508|Pathogen: environmental/food/other	
PDT000197966.2|SAMN06628140||Escherichia coli||NYVetLIRN-21|Pathogen: environmental/food/other	SRR5380950
PDT000233050.1|SAMN03262739|GCA_002243985.1|Escherichia coli||76-1274|Pathogen: clinical or host-associated	
PDT000081724.1|SAMEA3498452|GCA_001268225.1|Escherichia coli|||Generic	
PDT000107086.2|SAMN04480765||Escherichia coli||AZ-TG-713-4|Pathogen: environmental/food/other	SRR3170535
PDT000248777.1|SAMN04893468|GCA_002463165.1|Escherichia coli||MOD1-EC6241|Pathogen: environmental/food/other	
PDT000150248.2|SAMN05596094||Escherichia coli||MOD1-EC3494|Pathogen: environmental/food/other	SRR4294827
PDT000341201.1|SAMN09545005||Escherichia coli||FSIS11811207|Pathogen: environmental/food/other	SRR7468970
PDT000275042.2|SAMN08273718||Escherichia coli O113||MOD1-EC5242|Pathogen: clinical or host-associated	SRR6427363
PDT000343888.1|SAMN09633782||Escherichia coli|Escherichia coli|330471|Pathogen: environmental/food/other	SRR7500987
PDT000250255.1|SAMN05464477|GCA_002487295.1|Escherichia coli||MOD1-EC5929|Pathogen: clinical or host-associated	
PDT000332756.1|SAMN09457523||Escherichia coli|Escherichia coli|495799|Pathogen: environmental/food/other	SRR7367374
PDT000110450.2|SAMN03358628||Escherichia coli||BCW_5284|Microbe	SRR1816701
PDT000196657.2|SAMN04396049||Escherichia coli|||Pathogen: environmental/food/other	SRR3160320
PDT000196655.2|SAMN04396047||Escherichia coli|||Pathogen: environmental/food/other	SRR3160318
PDT000251796.1|SAMN04992352|GCA_002518615.1|Escherichia coli||MOD1-EC6986|Pathogen: environmental/food/other	
PDT000109467.2|SAMN03358901||Escherichia coli||BCW_3340|Microbe	SRR1815612
PDT000273356.2|SAMN07781681||Escherichia coli||CFSAN068373|Pathogen: environmental/food/other	SRR6388502
PDT000376008.1|SAMN10055972||Escherichia coli||PNUSAE018188|Pathogen: clinical or host-associated	SRR7825925
PDT000168317.2|SAMN06124624||Escherichia coli||2015C-4445|Pathogen: clinical or host-associated	SRR5088179
PDT000148495.2|SAMN05718051||Escherichia coli||PNUSAE004339|Pathogen: clinical or host-associated	SRR4209608
PDT000063290.2|SAMN03569533||Escherichia coli|E. coli O128:H25|2011C-3977|Pathogen: clinical or host-associated	SRR1999894
PDT000267868.2|SAMN08046152||Escherichia coli||PNUSAE010479|Pathogen: clinical or host-associated	SRR6333759
PDT000144062.2|SAMN05514121||Escherichia coli|||Pathogen: clinical or host-associated	SRR4018073
PDT000048210.2|SAMN03287449||Escherichia coli|E. coli O28ac:H25|PNUSAE000209|Pathogen: clinical or host-associated	SRR1767918
PDT000248655.1|SAMN05607341|GCA_002460415.1|Escherichia coli||MOD1-EC1718|Pathogen: clinical or host-associated	
PDT000086300.2|SAMN04146815||Escherichia coli|Pending:Pending|PNUSAE001530|Pathogen: clinical or host-associated	SRR2567802
PDT000189643.2|SAMN06288328||Escherichia coli||PNUSAE005699|Pathogen: clinical or host-associated	SRR5282051
PDT000131099.2|SAMN05024358||Escherichia coli|E. coli O28:H25|PNUSAE003071|Pathogen: clinical or host-associated	SRR3545273
PDT000343441.1|SAMN09444249||Escherichia coli||CFSAN082299|Pathogen: environmental/food/other	SRR7497005
PDT000203852.2|SAMN06760372||Escherichia coli||PNUSAE004227|Pathogen: clinical or host-associated	SRR5461675
PDT000289661.2|SAMN08610765||Escherichia coli||PNUSAE012331|Pathogen: clinical or host-associated	SRR6783865
PDT000167944.2|SAMN06111355||Escherichia coli||PNUSAE005338|Pathogen: clinical or host-associated	SRR5082014
PDT000279484.2|SAMN08368312||Escherichia coli||PNUSAE011770|Pathogen: clinical or host-associated	SRR6484702
PDT000161674.2|SAMN06030756||Escherichia coli|Escherichia coli|131439|Pathogen: clinical or host-associated	SRR5031173
PDT000257211.2|SAMN07813415||Escherichia coli||PNUSAE010221|Pathogen: clinical or host-associated	SRR6207489
PDT000227317.2|SAMN07373071||Escherichia coli|Unk|PNUSAE008467|Pathogen: clinical or host-associated	SRR5870539
PDT000008729.2|SAMN02436475|GCA_000215285.2|Escherichia coli 3.3884||3.3884|Generic	
PDT000248647.1|SAMN05607404|GCA_002460245.1|Escherichia coli||MOD1-EC1634|Pathogen: clinical or host-associated	
PDT000365733.1|SAMN09784605||Escherichia coli||CFSAN084905|Pathogen: environmental/food/other	SRR7726367
PDT000162970.3|SAMN05960640||Escherichia coli||PNUSAE004953|Pathogen: clinical or host-associated	SRR5054424
PDT000081060.1|SAMN03455822|GCA_001262895.1|Escherichia coli|O153|CFSAN026807|Pathogen: clinical or host-associated	
PDT000203877.2|SAMN06771250||Escherichia coli||PNUSAE006666|Pathogen: clinical or host-associated	SRR5464528
PDT000258413.2|SAMN07747760||Escherichia coli||MOD1-EC4551|Pathogen: environmental/food/other	SRR6219924
PDT000040439.4|SAMN03019947||Escherichia coli|||Pathogen: clinical or host-associated	SRR2015149
PDT000081062.1|SAMN03455823|GCA_001262935.1|Escherichia coli|O153|CFSAN026808|Pathogen: clinical or host-associated	
PDT000248634.1|SAMN05607382|GCA_002460005.1|Escherichia coli||MOD1-EC1659|Pathogen: clinical or host-associated	
PDT000251867.1|SAMN04992246|GCA_002520055.1|Escherichia coli||MOD1-EC6880|Pathogen: environmental/food/other	
PDT000248677.1|SAMN05607409|GCA_002460855.1|Escherichia coli||MOD1-EC1626|Pathogen: clinical or host-associated	
PDT000248745.1|SAMN05591689|GCA_002462215.1|Escherichia coli||MOD1-EC1384|Pathogen: clinical or host-associated	
PDT000288598.2|SAMN07444439||Escherichia coli||CFSAN066396|Pathogen: environmental/food/other	SRR6764142
PDT000288541.2|SAMN07446228||Escherichia coli||CFSAN066372|Pathogen: clinical or host-associated	SRR6764085
PDT000288530.2|SAMN07446271||Escherichia coli||CFSAN066340|Pathogen: clinical or host-associated	SRR6764074
PDT000288561.2|SAMN07444444||Escherichia coli||CFSAN066391|Pathogen: clinical or host-associated	SRR6764105
PDT000288576.2|SAMN07446187||Escherichia coli||CFSAN066328|Pathogen: environmental/food/other	SRR6764120
PDT000336562.1|SAMN09470466||Escherichia coli O116||PSU-0724|Pathogen: environmental/food/other	SRR7427726
PDT000096876.2|SAMN04321309||Escherichia coli||PNUSAE001814|Pathogen: clinical or host-associated	SRR2982110
PDT000366233.1|SAMN09878970||Escherichia coli||PNUSAE016709|Pathogen: clinical or host-associated	SRR7738182
PDT000140223.2|SAMN05414480||Escherichia coli||CFSAN046633|Pathogen: environmental/food/other	SRR3929502
PDT000140483.2|SAMN05414504||Escherichia coli||CFSAN046659|Pathogen: environmental/food/other	SRR3931199
